item_id,pair_id,PatientID,dataset_split,augmentation_status,augmentation_index,panel_a_path,panel_b_path,source_pair_id,is_augmented
W2PAIR_0060__original,W2PAIR_0060,LiverUS-84,test,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0060,False
W2PAIR_0061__original,W2PAIR_0061,LiverUS-84,test,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0061,False
W2PAIR_0062__original,W2PAIR_0062,LiverUS-84,test,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0062,False
W2PAIR_0063__original,W2PAIR_0063,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0063,False
W2PAIR_0064__original,W2PAIR_0064,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0064,False
W2PAIR_0065__original,W2PAIR_0065,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0065,False
W2PAIR_0066__original,W2PAIR_0066,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0066,False
W2PAIR_0067__original,W2PAIR_0067,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0067,False
W2PAIR_0068__original,W2PAIR_0068,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0068,False
W2PAIR_0069__original,W2PAIR_0069,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0069,False
W2PAIR_0070__original,W2PAIR_0070,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0070,False
W2PAIR_0071__original,W2PAIR_0071,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0071,False
W2PAIR_0072__original,W2PAIR_0072,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0072,False
W2PAIR_0073__original,W2PAIR_0073,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0073,False
W2PAIR_0074__original,W2PAIR_0074,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0074,False
W2PAIR_0075__original,W2PAIR_0075,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0075,False
W2PAIR_0076__original,W2PAIR_0076,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0076,False
W2PAIR_0077__original,W2PAIR_0077,LiverUS-86,val,original,0,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_a_preprocessed.png,/kaggle/input/datasets/omneyasaeid/week3-full-outputs-for-week4-zip/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-86/W2PAIR_0069/panel_b_preprocessed.png,W2PAIR_0077,False
W2PAIR_0001__aug_01,W2PAIR_0001,LiverUS-102,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0001/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0001/aug_01/panel_b_augmented.png,W2PAIR_0001,True
W2PAIR_0001__aug_02,W2PAIR_0001,LiverUS-102,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0001/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0001/aug_02/panel_b_augmented.png,W2PAIR_0001,True
W2PAIR_0001__aug_03,W2PAIR_0001,LiverUS-102,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0001/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0001/aug_03/panel_b_augmented.png,W2PAIR_0001,True
W2PAIR_0002__aug_01,W2PAIR_0002,LiverUS-102,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0002/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0002/aug_01/panel_b_augmented.png,W2PAIR_0002,True
W2PAIR_0002__aug_02,W2PAIR_0002,LiverUS-102,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0002/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0002/aug_02/panel_b_augmented.png,W2PAIR_0002,True
W2PAIR_0002__aug_03,W2PAIR_0002,LiverUS-102,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0002/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0002/aug_03/panel_b_augmented.png,W2PAIR_0002,True
W2PAIR_0003__aug_01,W2PAIR_0003,LiverUS-102,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0003/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0003/aug_01/panel_b_augmented.png,W2PAIR_0003,True
W2PAIR_0003__aug_02,W2PAIR_0003,LiverUS-102,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0003/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0003/aug_02/panel_b_augmented.png,W2PAIR_0003,True
W2PAIR_0003__aug_03,W2PAIR_0003,LiverUS-102,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0003/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0003/aug_03/panel_b_augmented.png,W2PAIR_0003,True
W2PAIR_0004__aug_01,W2PAIR_0004,LiverUS-102,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_01/panel_b_augmented.png,W2PAIR_0004,True
W2PAIR_0004__aug_02,W2PAIR_0004,LiverUS-102,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_02/panel_b_augmented.png,W2PAIR_0004,True
W2PAIR_0004__aug_03,W2PAIR_0004,LiverUS-102,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_03/panel_b_augmented.png,W2PAIR_0004,True
W2PAIR_0005__aug_01,W2PAIR_0005,LiverUS-102,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_01/panel_b_augmented.png,W2PAIR_0005,True
W2PAIR_0005__aug_02,W2PAIR_0005,LiverUS-102,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_02/panel_b_augmented.png,W2PAIR_0005,True
W2PAIR_0005__aug_03,W2PAIR_0005,LiverUS-102,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_03/panel_b_augmented.png,W2PAIR_0005,True
W2PAIR_0006__aug_01,W2PAIR_0006,LiverUS-102,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_01/panel_b_augmented.png,W2PAIR_0006,True
W2PAIR_0006__aug_02,W2PAIR_0006,LiverUS-102,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_02/panel_b_augmented.png,W2PAIR_0006,True
W2PAIR_0006__aug_03,W2PAIR_0006,LiverUS-102,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_03/panel_b_augmented.png,W2PAIR_0006,True
W2PAIR_0007__aug_01,W2PAIR_0007,LiverUS-102,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_01/panel_b_augmented.png,W2PAIR_0007,True
W2PAIR_0007__aug_02,W2PAIR_0007,LiverUS-102,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_02/panel_b_augmented.png,W2PAIR_0007,True
W2PAIR_0007__aug_03,W2PAIR_0007,LiverUS-102,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_03/panel_b_augmented.png,W2PAIR_0007,True
W2PAIR_0012__aug_01,W2PAIR_0012,LiverUS-107,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_01/panel_b_augmented.png,W2PAIR_0012,True
W2PAIR_0012__aug_02,W2PAIR_0012,LiverUS-107,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_02/panel_b_augmented.png,W2PAIR_0012,True
W2PAIR_0012__aug_03,W2PAIR_0012,LiverUS-107,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_03/panel_b_augmented.png,W2PAIR_0012,True
W2PAIR_0013__aug_01,W2PAIR_0013,LiverUS-107,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_01/panel_b_augmented.png,W2PAIR_0013,True
W2PAIR_0013__aug_02,W2PAIR_0013,LiverUS-107,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_02/panel_b_augmented.png,W2PAIR_0013,True
W2PAIR_0013__aug_03,W2PAIR_0013,LiverUS-107,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_03/panel_b_augmented.png,W2PAIR_0013,True
W2PAIR_0014__aug_01,W2PAIR_0014,LiverUS-107,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_01/panel_b_augmented.png,W2PAIR_0014,True
W2PAIR_0014__aug_02,W2PAIR_0014,LiverUS-107,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_02/panel_b_augmented.png,W2PAIR_0014,True
W2PAIR_0014__aug_03,W2PAIR_0014,LiverUS-107,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_03/panel_b_augmented.png,W2PAIR_0014,True
W2PAIR_0015__aug_01,W2PAIR_0015,LiverUS-110,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_01/panel_b_augmented.png,W2PAIR_0015,True
W2PAIR_0015__aug_02,W2PAIR_0015,LiverUS-110,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_02/panel_b_augmented.png,W2PAIR_0015,True
W2PAIR_0015__aug_03,W2PAIR_0015,LiverUS-110,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_03/panel_b_augmented.png,W2PAIR_0015,True
W2PAIR_0016__aug_01,W2PAIR_0016,LiverUS-110,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_01/panel_b_augmented.png,W2PAIR_0016,True
W2PAIR_0016__aug_02,W2PAIR_0016,LiverUS-110,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_02/panel_b_augmented.png,W2PAIR_0016,True
W2PAIR_0016__aug_03,W2PAIR_0016,LiverUS-110,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_03/panel_b_augmented.png,W2PAIR_0016,True
W2PAIR_0017__aug_01,W2PAIR_0017,LiverUS-110,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_01/panel_b_augmented.png,W2PAIR_0017,True
W2PAIR_0017__aug_02,W2PAIR_0017,LiverUS-110,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_02/panel_b_augmented.png,W2PAIR_0017,True
W2PAIR_0017__aug_03,W2PAIR_0017,LiverUS-110,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_03/panel_b_augmented.png,W2PAIR_0017,True
W2PAIR_0018__aug_01,W2PAIR_0018,LiverUS-110,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_01/panel_b_augmented.png,W2PAIR_0018,True
W2PAIR_0018__aug_02,W2PAIR_0018,LiverUS-110,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_02/panel_b_augmented.png,W2PAIR_0018,True
W2PAIR_0018__aug_03,W2PAIR_0018,LiverUS-110,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_03/panel_b_augmented.png,W2PAIR_0018,True
W2PAIR_0026__aug_01,W2PAIR_0026,LiverUS-63,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_01/panel_b_augmented.png,W2PAIR_0026,True
W2PAIR_0026__aug_02,W2PAIR_0026,LiverUS-63,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_02/panel_b_augmented.png,W2PAIR_0026,True
W2PAIR_0026__aug_03,W2PAIR_0026,LiverUS-63,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_03/panel_b_augmented.png,W2PAIR_0026,True
W2PAIR_0027__aug_01,W2PAIR_0027,LiverUS-63,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_01/panel_b_augmented.png,W2PAIR_0027,True
W2PAIR_0027__aug_02,W2PAIR_0027,LiverUS-63,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_02/panel_b_augmented.png,W2PAIR_0027,True
W2PAIR_0027__aug_03,W2PAIR_0027,LiverUS-63,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_03/panel_b_augmented.png,W2PAIR_0027,True
W2PAIR_0028__aug_01,W2PAIR_0028,LiverUS-63,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_01/panel_b_augmented.png,W2PAIR_0028,True
W2PAIR_0028__aug_02,W2PAIR_0028,LiverUS-63,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_02/panel_b_augmented.png,W2PAIR_0028,True
W2PAIR_0028__aug_03,W2PAIR_0028,LiverUS-63,train,augmented,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_03/panel_b_augmented.png,W2PAIR_0028,True
W2PAIR_0029__aug_01,W2PAIR_0029,LiverUS-63,train,augmented,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0029/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0029/aug_01/panel_b_augmented.png,W2PAIR_0029,True
W2PAIR_0029__aug_02,W2PAIR_0029,LiverUS-63,train,augmented,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0029/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0029/aug_02/panel_b_augmented.png,W2PAIR_0029,True
